Date,Appliances,Relation,Appliance start times
01-01,['kitchen_lights', 'microwave'],>,['13:15:00', '13:30:00']
01-16,['lcd_office', 'office_lamp3'],>,['06:45:00', '06:45:00']
01-16,['gigE_&_USBhub', 'lcd_office'],>,['06:45:00', '06:45:00']
01-16,['gigE_&_USBhub', 'lcd_office'],>,['17:45:00', '17:45:00']
01-16,['gigE_&_USBhub', 'lcd_office'],>,['17:45:00', '18:45:00']
01-16,['gigE_&_USBhub', 'lcd_office'],>,['17:45:00', '19:45:00']
01-16,['gigE_&_USBhub', 'laptop'],>,['06:45:00', '06:45:00']
01-16,['gigE_&_USBhub', 'laptop'],>,['17:45:00', '17:45:00']
01-16,['gigE_&_USBhub', 'office_lamp3'],>,['06:45:00', '06:45:00']
01-16,['gigE_&_USBhub', 'office_lamp3'],>,['17:45:00', '17:45:00']
01-16,['laptop', 'lcd_office'],>,['06:45:00', '06:45:00']
01-16,['laptop', 'lcd_office'],>,['17:45:00', '17:45:00']
01-16,['laptop', 'lcd_office'],>,['17:45:00', '18:45:00']
01-16,['laptop', 'lcd_office'],>,['17:45:00', '19:45:00']
01-16,['laptop', 'office_lamp3'],>,['06:45:00', '06:45:00']
01-16,['laptop', 'office_lamp3'],>,['17:45:00', '17:45:00']
01-17,['kitchen_lights', 'microwave'],>,['12:15:00', '13:00:00']
01-17,['kitchen_lights', 'microwave'],>,['12:15:00', '13:30:00']
01-17,['tv', 'kitchen_lights'],>,['18:45:00', '19:15:00']
01-17,['tv', 'kitchen_lights'],>,['18:45:00', '21:15:00']
01-17,['amp_livingroom', 'kitchen_lights'],>,['19:00:00', '19:15:00']
01-17,['amp_livingroom', 'kitchen_lights'],>,['19:00:00', '21:15:00']
01-17,['amp_livingroom', 'subwoofer_livingroom'],>,['19:00:00', '19:00:00']
01-17,['subwoofer_livingroom', 'kitchen_lights'],>,['19:00:00', '19:15:00']
01-17,['subwoofer_livingroom', 'kitchen_lights'],>,['19:00:00', '21:15:00']
01-17,['htpc', 'kitchen_lights'],>,['19:00:00', '19:15:00']
01-17,['htpc', 'kitchen_lights'],>,['19:00:00', '21:15:00']
01-17,['htpc', 'subwoofer_livingroom'],>,['19:00:00', '19:00:00']
01-17,['hifi_office', 'office_lamp3'],>,['19:15:00', '19:15:00']
01-17,['lcd_office', 'office_lamp3'],>,['07:00:00', '07:00:00']
01-17,['lcd_office', 'office_lamp3'],>,['07:00:00', '16:00:00']
01-17,['lcd_office', 'office_lamp3'],>,['19:00:00', '19:15:00']
01-17,['gigE_&_USBhub', 'hifi_office'],>,['07:00:00', '08:00:00']
01-17,['gigE_&_USBhub', 'hifi_office'],>,['07:00:00', '16:30:00']
01-17,['gigE_&_USBhub', 'hifi_office'],>,['07:00:00', '19:15:00']
01-17,['gigE_&_USBhub', 'lcd_office'],>,['07:00:00', '07:00:00']
01-17,['gigE_&_USBhub', 'lcd_office'],>,['07:00:00', '19:00:00']
01-17,['gigE_&_USBhub', 'laptop'],>,['07:00:00', '08:00:00']
01-17,['gigE_&_USBhub', 'office_lamp3'],>,['07:00:00', '07:00:00']
01-17,['gigE_&_USBhub', 'office_lamp3'],>,['07:00:00', '16:00:00']
01-17,['gigE_&_USBhub', 'office_lamp3'],>,['07:00:00', '19:15:00']
01-17,['laptop', 'lcd_office'],>,['08:00:00', '19:00:00']
01-17,['laptop', 'office_lamp3'],>,['08:00:00', '16:00:00']
01-17,['laptop', 'office_lamp3'],>,['08:00:00', '19:15:00']
01-18,['tv', 'kitchen_lights'],>,['20:00:00', '21:30:00']
01-18,['livingroom_lamp_tv', 'kitchen_lights'],>,['17:45:00', '19:45:00']
01-18,['livingroom_lamp_tv', 'kitchen_lights'],>,['17:45:00', '21:30:00']
01-18,['amp_livingroom', 'kitchen_lights'],>,['09:45:00', '09:45:00']
01-18,['amp_livingroom', 'kitchen_lights'],>,['09:45:00', '17:30:00']
01-18,['amp_livingroom', 'kitchen_lights'],>,['09:45:00', '19:45:00']
01-18,['amp_livingroom', 'kitchen_lights'],>,['09:45:00', '21:30:00']
01-18,['amp_livingroom', 'tv'],>,['09:45:00', '20:00:00']
01-18,['amp_livingroom', 'subwoofer_livingroom'],>,['09:45:00', '17:45:00']
01-18,['subwoofer_livingroom', 'kitchen_lights'],>,['17:45:00', '19:45:00']
01-18,['subwoofer_livingroom', 'kitchen_lights'],>,['17:45:00', '21:30:00']
01-18,['subwoofer_livingroom', 'tv'],>,['17:45:00', '20:00:00']
01-18,['htpc', 'kitchen_lights'],>,['20:00:00', '21:30:00']
01-18,['htpc', 'tv'],>,['08:45:00', '08:45:00']
01-18,['htpc', 'tv'],>,['20:00:00', '20:00:00']
01-19,['kitchen_lights', 'microwave'],>,['09:30:00', '09:30:00']
01-19,['tv', 'kitchen_lights'],>,['17:45:00', '18:15:00']
01-19,['tv', 'kitchen_lights'],>,['19:15:00', '19:15:00']
01-19,['tv', 'kitchen_lights'],>,['19:15:00', '19:45:00']
01-19,['tv', 'kitchen_lights'],>,['19:15:00', '21:15:00']
01-19,['livingroom_lamp_tv', 'kitchen_lights'],>,['17:15:00', '17:15:00']
01-19,['livingroom_lamp_tv', 'kitchen_lights'],>,['17:15:00', '18:15:00']
01-19,['livingroom_lamp_tv', 'kitchen_lights'],>,['17:15:00', '18:45:00']
01-19,['livingroom_lamp_tv', 'kitchen_lights'],>,['17:15:00', '19:15:00']
01-19,['livingroom_lamp_tv', 'kitchen_lights'],>,['17:15:00', '19:45:00']
01-19,['amp_livingroom', 'kitchen_lights'],>,['17:45:00', '18:15:00']
01-19,['amp_livingroom', 'kitchen_lights'],>,['19:15:00', '19:15:00']
01-19,['amp_livingroom', 'kitchen_lights'],>,['19:15:00', '19:45:00']
01-19,['amp_livingroom', 'tv'],>,['17:45:00', '17:45:00']
01-19,['amp_livingroom', 'subwoofer_livingroom'],>,['08:45:00', '08:45:00']
01-19,['amp_livingroom', 'subwoofer_livingroom'],>,['17:45:00', '18:00:00']
01-19,['amp_livingroom', 'subwoofer_livingroom'],>,['19:15:00', '19:30:00']
01-19,['subwoofer_livingroom', 'kitchen_lights'],>,['18:00:00', '18:15:00']
01-19,['subwoofer_livingroom', 'kitchen_lights'],>,['19:30:00', '19:45:00']
01-19,['htpc', 'kitchen_lights'],>,['17:45:00', '18:15:00']
01-19,['htpc', 'kitchen_lights'],>,['19:15:00', '19:15:00']
01-19,['htpc', 'kitchen_lights'],>,['19:15:00', '19:45:00']
01-19,['htpc', 'tv'],>,['17:45:00', '17:45:00']
01-19,['htpc', 'subwoofer_livingroom'],>,['17:45:00', '18:00:00']
01-19,['htpc', 'subwoofer_livingroom'],>,['19:15:00', '19:30:00']
01-19,['gigE_&_USBhub', 'hifi_office'],>,['15:30:00', '15:30:00']
01-19,['gigE_&_USBhub', 'lcd_office'],>,['15:30:00', '15:30:00']
01-19,['gigE_&_USBhub', 'lcd_office'],>,['15:30:00', '17:00:00']
01-19,['gigE_&_USBhub', 'lcd_office'],>,['15:30:00', '18:45:00']
01-19,['gigE_&_USBhub', 'office_lamp3'],>,['15:30:00', '15:30:00']
01-19,['hair_dryer', 'straighteners'],>,['12:00:00', '12:00:00']
01-20,['tv', 'kitchen_lights'],>,['19:45:00', '20:15:00']
01-20,['amp_livingroom', 'kitchen_lights'],>,['19:45:00', '20:15:00']
01-20,['amp_livingroom', 'tv'],>,['19:45:00', '19:45:00']
01-20,['amp_livingroom', 'subwoofer_livingroom'],>,['19:45:00', '19:45:00']
01-20,['subwoofer_livingroom', 'kitchen_lights'],>,['19:45:00', '20:15:00']
01-20,['subwoofer_livingroom', 'tv'],>,['19:45:00', '19:45:00']
01-20,['htpc', 'kitchen_lights'],>,['19:45:00', '20:15:00']
01-20,['htpc', 'tv'],>,['19:45:00', '19:45:00']
01-20,['htpc', 'subwoofer_livingroom'],>,['19:45:00', '19:45:00']
01-20,['lcd_office', 'office_lamp3'],>,['21:15:00', '21:15:00']
01-20,['gigE_&_USBhub', 'lcd_office'],>,['21:15:00', '21:15:00']
01-20,['gigE_&_USBhub', 'laptop'],>,['21:15:00', '21:15:00']
01-20,['gigE_&_USBhub', 'office_lamp3'],>,['21:15:00', '21:15:00']
01-21,['kitchen_lights', 'microwave'],>,['11:30:00', '11:45:00']
01-21,['gigE_&_USBhub', 'hifi_office'],>,['08:30:00', '13:00:00']
01-21,['gigE_&_USBhub', 'lcd_office'],>,['08:30:00', '08:30:00']
01-21,['gigE_&_USBhub', 'laptop'],>,['08:30:00', '08:30:00']
01-21,['gigE_&_USBhub', 'office_lamp3'],>,['08:30:00', '08:30:00']
01-21,['laptop', 'lcd_office'],>,['08:30:00', '08:30:00']
01-21,['laptop', 'lcd_office'],>,['23:00:00', '23:00:00']
01-21,['hair_dryer', 'straighteners'],>,['12:30:00', '12:30:00']
01-22,['lcd_office', 'office_lamp3'],>,['07:45:00', '07:45:00']
01-22,['gigE_&_USBhub', 'lcd_office'],>,['07:45:00', '07:45:00']
01-22,['gigE_&_USBhub', 'laptop'],>,['07:45:00', '07:45:00']
01-22,['gigE_&_USBhub', 'office_lamp3'],>,['07:45:00', '07:45:00']
01-22,['laptop', 'lcd_office'],>,['07:45:00', '07:45:00']
01-22,['laptop', 'office_lamp3'],>,['07:45:00', '07:45:00']
01-29,['tv', 'kitchen_lights'],>,['19:45:00', '19:45:00']
01-29,['tv', 'kitchen_lights'],>,['19:45:00', '20:15:00']
01-29,['livingroom_lamp_tv', 'kitchen_lights'],>,['19:45:00', '19:45:00']
01-29,['livingroom_lamp_tv', 'kitchen_lights'],>,['19:45:00', '20:15:00']
01-29,['amp_livingroom', 'kitchen_lights'],>,['19:45:00', '19:45:00']
01-29,['amp_livingroom', 'kitchen_lights'],>,['19:45:00', '20:15:00']
01-29,['amp_livingroom', 'tv'],>,['19:45:00', '19:45:00']
01-29,['amp_livingroom', 'subwoofer_livingroom'],>,['19:45:00', '19:45:00']
01-29,['subwoofer_livingroom', 'kitchen_lights'],>,['19:45:00', '19:45:00']
01-29,['subwoofer_livingroom', 'kitchen_lights'],>,['19:45:00', '20:15:00']
01-29,['htpc', 'kitchen_lights'],>,['19:45:00', '19:45:00']
01-29,['htpc', 'kitchen_lights'],>,['19:45:00', '20:15:00']
01-29,['htpc', 'subwoofer_livingroom'],>,['19:45:00', '19:45:00']
01-30,['kitchen_lights', 'microwave'],>,['19:45:00', '20:00:00']
01-30,['tv', 'kitchen_lights'],>,['19:15:00', '19:45:00']
01-30,['amp_livingroom', 'kitchen_lights'],>,['19:15:00', '19:45:00']
01-30,['amp_livingroom', 'tv'],>,['19:15:00', '19:15:00']
01-30,['amp_livingroom', 'subwoofer_livingroom'],>,['19:15:00', '20:45:00']
01-30,['htpc', 'kitchen_lights'],>,['19:15:00', '19:45:00']
01-30,['htpc', 'tv'],>,['19:15:00', '19:15:00']
01-30,['htpc', 'subwoofer_livingroom'],>,['19:15:00', '20:45:00']
01-30,['lcd_office', 'office_lamp3'],>,['07:45:00', '07:45:00']
01-30,['gigE_&_USBhub', 'lcd_office'],>,['07:45:00', '07:45:00']
01-30,['gigE_&_USBhub', 'laptop'],>,['07:45:00', '07:45:00']
01-30,['gigE_&_USBhub', 'office_lamp3'],>,['07:45:00', '07:45:00']
01-30,['laptop', 'lcd_office'],>,['07:45:00', '07:45:00']
01-30,['laptop', 'office_lamp3'],>,['07:45:00', '07:45:00']
01-31,['kitchen_lights', 'microwave'],>,['12:15:00', '12:15:00']
01-31,['kitchen_lights', 'microwave'],>,['17:30:00', '18:15:00']
01-31,['tv', 'kitchen_lights'],>,['18:15:00', '19:00:00']
01-31,['tv', 'kitchen_lights'],>,['18:15:00', '19:45:00']
01-31,['tv', 'kitchen_lights'],>,['18:15:00', '21:30:00']
01-31,['livingroom_lamp_tv', 'kitchen_lights'],>,['19:00:00', '19:00:00']
01-31,['livingroom_lamp_tv', 'kitchen_lights'],>,['19:00:00', '19:45:00']
01-31,['livingroom_lamp_tv', 'kitchen_lights'],>,['19:00:00', '21:30:00']
01-31,['amp_livingroom', 'kitchen_lights'],>,['17:45:00', '19:00:00']
01-31,['amp_livingroom', 'kitchen_lights'],>,['17:45:00', '19:45:00']
01-31,['amp_livingroom', 'kitchen_lights'],>,['17:45:00', '21:30:00']
01-31,['amp_livingroom', 'tv'],>,['17:45:00', '18:15:00']
01-31,['amp_livingroom', 'subwoofer_livingroom'],>,['17:45:00', '17:45:00']
01-31,['subwoofer_livingroom', 'kitchen_lights'],>,['17:45:00', '19:00:00']
01-31,['subwoofer_livingroom', 'kitchen_lights'],>,['17:45:00', '19:45:00']
01-31,['subwoofer_livingroom', 'kitchen_lights'],>,['17:45:00', '21:30:00']
01-31,['subwoofer_livingroom', 'tv'],>,['17:45:00', '18:15:00']
01-31,['htpc', 'kitchen_lights'],>,['18:30:00', '19:00:00']
01-31,['htpc', 'kitchen_lights'],>,['18:30:00', '19:45:00']
01-31,['htpc', 'kitchen_lights'],>,['18:30:00', '21:30:00']
01-31,['lcd_office', 'office_lamp3'],>,['07:45:00', '07:45:00']
01-31,['gigE_&_USBhub', 'hifi_office'],>,['07:45:00', '08:15:00']
01-31,['gigE_&_USBhub', 'lcd_office'],>,['07:45:00', '07:45:00']
01-31,['gigE_&_USBhub', 'laptop'],>,['07:45:00', '07:45:00']
01-31,['gigE_&_USBhub', 'office_lamp3'],>,['07:45:00', '07:45:00']
01-31,['laptop', 'lcd_office'],>,['07:45:00', '07:45:00']
01-31,['laptop', 'office_lamp3'],>,['07:45:00', '07:45:00']
01-31,['hair_dryer', 'straighteners'],>,['08:45:00', '08:45:00']
02-01,['tv', 'kitchen_lights'],>,['21:15:00', '21:45:00']
02-01,['livingroom_lamp_tv', 'kitchen_lights'],>,['21:15:00', '21:45:00']
02-01,['amp_livingroom', 'kitchen_lights'],>,['21:15:00', '21:45:00']
02-01,['amp_livingroom', 'tv'],>,['10:15:00', '10:15:00']
02-01,['amp_livingroom', 'subwoofer_livingroom'],>,['10:15:00', '10:15:00']
02-01,['amp_livingroom', 'subwoofer_livingroom'],>,['21:15:00', '21:15:00']
02-01,['subwoofer_livingroom', 'kitchen_lights'],>,['21:15:00', '21:45:00']
02-01,['subwoofer_livingroom', 'tv'],>,['10:15:00', '10:15:00']
02-01,['htpc', 'kitchen_lights'],>,['20:45:00', '21:00:00']
02-01,['htpc', 'kitchen_lights'],>,['20:45:00', '21:45:00']
02-01,['htpc', 'tv'],>,['10:15:00', '10:15:00']
02-01,['htpc', 'tv'],>,['20:45:00', '21:15:00']
02-01,['htpc', 'subwoofer_livingroom'],>,['10:15:00', '10:15:00']
02-01,['htpc', 'subwoofer_livingroom'],>,['20:45:00', '21:15:00']
02-02,['kitchen_lights', 'microwave'],>,['16:45:00', '17:15:00']
02-02,['amp_livingroom', 'tv'],>,['14:00:00', '14:00:00']
02-02,['amp_livingroom', 'tv'],>,['19:30:00', '19:30:00']
02-02,['amp_livingroom', 'subwoofer_livingroom'],>,['19:30:00', '19:30:00']
02-02,['subwoofer_livingroom', 'kitchen_lights'],>,['14:00:00', '15:00:00']
02-02,['subwoofer_livingroom', 'kitchen_lights'],>,['14:00:00', '16:45:00']
02-02,['subwoofer_livingroom', 'kitchen_lights'],>,['14:00:00', '18:30:00']
02-02,['subwoofer_livingroom', 'tv'],>,['14:00:00', '14:00:00']
02-02,['subwoofer_livingroom', 'tv'],>,['19:30:00', '19:30:00']
02-03,['hifi_office', 'office_lamp3'],>,['19:15:00', '19:15:00']
02-03,['lcd_office', 'office_lamp3'],>,['19:15:00', '19:15:00']
02-03,['gigE_&_USBhub', 'hifi_office'],>,['19:15:00', '19:15:00']
02-03,['gigE_&_USBhub', 'lcd_office'],>,['19:15:00', '19:15:00']
02-03,['gigE_&_USBhub', 'laptop'],>,['19:15:00', '19:15:00']
02-03,['gigE_&_USBhub', 'office_lamp3'],>,['19:15:00', '19:15:00']
02-03,['laptop', 'lcd_office'],>,['19:15:00', '19:15:00']
02-03,['laptop', 'office_lamp3'],>,['19:15:00', '19:15:00']
02-03,['hair_dryer', 'straighteners'],>,['07:30:00', '07:30:00']
02-04,['subwoofer_livingroom', 'kitchen_lights'],>,['20:30:00', '22:00:00']
02-04,['hifi_office', 'office_lamp3'],>,['08:15:00', '08:15:00']
02-04,['lcd_office', 'office_lamp3'],>,['08:15:00', '08:15:00']
02-04,['gigE_&_USBhub', 'hifi_office'],>,['08:15:00', '08:15:00']
02-04,['gigE_&_USBhub', 'hifi_office'],>,['20:00:00', '20:00:00']
02-04,['gigE_&_USBhub', 'lcd_office'],>,['08:15:00', '08:15:00']
02-04,['gigE_&_USBhub', 'lcd_office'],>,['20:00:00', '20:00:00']
02-04,['gigE_&_USBhub', 'laptop'],>,['08:15:00', '08:15:00']
02-04,['gigE_&_USBhub', 'laptop'],>,['20:00:00', '20:00:00']
02-04,['gigE_&_USBhub', 'office_lamp3'],>,['08:15:00', '08:15:00']
02-04,['gigE_&_USBhub', 'office_lamp3'],>,['20:00:00', '20:00:00']
02-04,['laptop', 'lcd_office'],>,['08:15:00', '08:15:00']
02-04,['laptop', 'lcd_office'],>,['20:00:00', '20:00:00']
02-04,['laptop', 'office_lamp3'],>,['08:15:00', '08:15:00']
02-04,['laptop', 'office_lamp3'],>,['20:00:00', '20:00:00']
02-05,['kitchen_lights', 'microwave'],>,['17:30:00', '17:30:00']
02-05,['tv', 'kitchen_lights'],>,['19:30:00', '21:30:00']
02-05,['amp_livingroom', 'kitchen_lights'],>,['16:30:00', '17:30:00']
02-05,['amp_livingroom', 'kitchen_lights'],>,['16:30:00', '21:30:00']
02-05,['amp_livingroom', 'tv'],>,['16:30:00', '16:30:00']
02-05,['hair_dryer', 'straighteners'],>,['08:00:00', '08:00:00']
02-06,['tv', 'kitchen_lights'],>,['20:00:00', '21:00:00']
02-06,['livingroom_lamp_tv', 'kitchen_lights'],>,['19:45:00', '21:00:00']
02-06,['amp_livingroom', 'kitchen_lights'],>,['20:00:00', '21:00:00']
02-06,['amp_livingroom', 'tv'],>,['20:00:00', '20:00:00']
02-06,['amp_livingroom', 'subwoofer_livingroom'],>,['20:00:00', '20:00:00']
02-06,['subwoofer_livingroom', 'kitchen_lights'],>,['20:00:00', '21:00:00']
02-06,['subwoofer_livingroom', 'tv'],>,['20:00:00', '20:00:00']
02-06,['lcd_office', 'office_lamp3'],>,['13:00:00', '13:30:00']
02-06,['gigE_&_USBhub', 'hifi_office'],>,['08:30:00', '17:15:00']
02-06,['gigE_&_USBhub', 'lcd_office'],>,['08:30:00', '08:30:00']
02-06,['gigE_&_USBhub', 'lcd_office'],>,['08:30:00', '13:00:00']
02-06,['gigE_&_USBhub', 'laptop'],>,['08:30:00', '08:30:00']
02-06,['gigE_&_USBhub', 'office_lamp3'],>,['08:30:00', '13:30:00']
02-06,['laptop', 'lcd_office'],>,['08:30:00', '08:30:00']
02-06,['laptop', 'lcd_office'],>,['08:30:00', '13:00:00']
02-06,['laptop', 'office_lamp3'],>,['08:30:00', '13:30:00']
02-07,['kitchen_lights', 'microwave'],>,['12:15:00', '12:45:00']
02-07,['tv', 'kitchen_lights'],>,['19:15:00', '19:15:00']
02-07,['tv', 'kitchen_lights'],>,['19:15:00', '20:00:00']
02-07,['livingroom_lamp_tv', 'kitchen_lights'],>,['20:00:00', '20:00:00']
02-07,['amp_livingroom', 'kitchen_lights'],>,['19:30:00', '20:00:00']
02-07,['amp_livingroom', 'subwoofer_livingroom'],>,['19:30:00', '19:30:00']
02-07,['subwoofer_livingroom', 'kitchen_lights'],>,['19:30:00', '20:00:00']
02-07,['hifi_office', 'office_lamp3'],>,['08:30:00', '08:30:00']
02-07,['lcd_office', 'office_lamp3'],>,['08:30:00', '08:30:00']
02-07,['lcd_office', 'office_lamp3'],>,['20:45:00', '20:45:00']
02-07,['gigE_&_USBhub', 'hifi_office'],>,['08:30:00', '08:30:00']
02-07,['gigE_&_USBhub', 'hifi_office'],>,['20:45:00', '20:45:00']
02-07,['gigE_&_USBhub', 'lcd_office'],>,['08:30:00', '08:30:00']
02-07,['gigE_&_USBhub', 'lcd_office'],>,['20:45:00', '20:45:00']
02-07,['gigE_&_USBhub', 'laptop'],>,['08:30:00', '08:30:00']
02-07,['gigE_&_USBhub', 'laptop'],>,['20:45:00', '20:45:00']
02-07,['gigE_&_USBhub', 'office_lamp3'],>,['08:30:00', '08:30:00']
02-07,['gigE_&_USBhub', 'office_lamp3'],>,['20:45:00', '20:45:00']
02-07,['laptop', 'lcd_office'],>,['08:30:00', '08:30:00']
02-07,['laptop', 'lcd_office'],>,['20:45:00', '20:45:00']
02-07,['laptop', 'office_lamp3'],>,['08:30:00', '08:30:00']
02-07,['laptop', 'office_lamp3'],>,['20:45:00', '20:45:00']
02-08,['kitchen_lights', 'microwave'],>,['17:30:00', '18:30:00']
02-08,['tv', 'kitchen_lights'],>,['20:45:00', '21:45:00']
02-08,['livingroom_lamp_tv', 'kitchen_lights'],>,['20:30:00', '21:45:00']
02-08,['amp_livingroom', 'kitchen_lights'],>,['20:45:00', '21:45:00']
02-08,['amp_livingroom', 'tv'],>,['20:45:00', '20:45:00']
02-08,['amp_livingroom', 'subwoofer_livingroom'],>,['20:45:00', '20:45:00']
02-08,['subwoofer_livingroom', 'kitchen_lights'],>,['20:45:00', '21:45:00']
02-08,['subwoofer_livingroom', 'tv'],>,['20:45:00', '20:45:00']
02-09,['kitchen_lights', 'microwave'],>,['17:30:00', '17:30:00']
02-09,['tv', 'kitchen_lights'],>,['15:45:00', '16:30:00']
02-09,['tv', 'kitchen_lights'],>,['19:30:00', '20:15:00']
02-09,['livingroom_lamp_tv', 'kitchen_lights'],>,['16:45:00', '17:30:00']
02-09,['livingroom_lamp_tv', 'kitchen_lights'],>,['16:45:00', '20:15:00']
02-09,['livingroom_lamp_tv', 'kitchen_lights'],>,['16:45:00', '21:30:00']
02-09,['amp_livingroom', 'kitchen_lights'],>,['15:45:00', '16:30:00']
02-09,['amp_livingroom', 'kitchen_lights'],>,['19:30:00', '20:15:00']
02-09,['amp_livingroom', 'tv'],>,['15:45:00', '15:45:00']
02-09,['amp_livingroom', 'tv'],>,['19:30:00', '19:30:00']
02-09,['amp_livingroom', 'subwoofer_livingroom'],>,['08:30:00', '08:30:00']
02-09,['amp_livingroom', 'subwoofer_livingroom'],>,['19:30:00', '19:30:00']
02-09,['subwoofer_livingroom', 'kitchen_lights'],>,['15:45:00', '16:30:00']
02-09,['subwoofer_livingroom', 'kitchen_lights'],>,['19:30:00', '20:15:00']
02-09,['subwoofer_livingroom', 'tv'],>,['15:45:00', '15:45:00']
02-09,['subwoofer_livingroom', 'tv'],>,['19:30:00', '19:30:00']
02-09,['htpc', 'kitchen_lights'],>,['15:45:00', '16:30:00']
02-09,['htpc', 'kitchen_lights'],>,['19:30:00', '20:15:00']
02-09,['htpc', 'kitchen_lights'],>,['19:30:00', '21:30:00']
02-09,['htpc', 'tv'],>,['15:45:00', '15:45:00']
02-09,['htpc', 'tv'],>,['19:30:00', '19:30:00']
02-09,['htpc', 'subwoofer_livingroom'],>,['19:30:00', '19:30:00']
02-09,['gigE_&_USBhub', 'lcd_office'],>,['16:30:00', '16:30:00']
02-09,['gigE_&_USBhub', 'laptop'],>,['16:30:00', '16:30:00']
02-09,['laptop', 'lcd_office'],>,['16:30:00', '16:30:00']
02-09,['hair_dryer', 'straighteners'],>,['12:15:00', '12:15:00']
02-10,['tv', 'kitchen_lights'],>,['18:30:00', '20:15:00']
02-10,['tv', 'kitchen_lights'],>,['18:30:00', '21:30:00']
02-10,['livingroom_lamp_tv', 'kitchen_lights'],>,['18:45:00', '20:15:00']
02-10,['livingroom_lamp_tv', 'kitchen_lights'],>,['18:45:00', '21:30:00']
02-10,['amp_livingroom', 'kitchen_lights'],>,['18:30:00', '20:15:00']
02-10,['amp_livingroom', 'kitchen_lights'],>,['18:30:00', '21:30:00']
02-10,['amp_livingroom', 'tv'],>,['18:30:00', '18:30:00']
02-10,['amp_livingroom', 'subwoofer_livingroom'],>,['18:30:00', '18:30:00']
02-10,['subwoofer_livingroom', 'kitchen_lights'],>,['18:30:00', '20:15:00']
02-10,['subwoofer_livingroom', 'kitchen_lights'],>,['18:30:00', '21:30:00']
02-10,['htpc', 'kitchen_lights'],>,['18:30:00', '20:15:00']
02-10,['htpc', 'kitchen_lights'],>,['18:30:00', '21:30:00']
02-10,['htpc', 'subwoofer_livingroom'],>,['18:30:00', '18:30:00']
02-11,['tv', 'kitchen_lights'],>,['19:15:00', '19:15:00']
02-11,['tv', 'kitchen_lights'],>,['19:15:00', '20:00:00']
02-11,['tv', 'kitchen_lights'],>,['19:15:00', '21:45:00']
02-11,['livingroom_lamp_tv', 'kitchen_lights'],>,['21:45:00', '21:45:00']
02-11,['amp_livingroom', 'kitchen_lights'],>,['19:15:00', '19:15:00']
02-11,['amp_livingroom', 'kitchen_lights'],>,['19:15:00', '20:00:00']
02-11,['amp_livingroom', 'kitchen_lights'],>,['19:15:00', '21:45:00']
02-11,['amp_livingroom', 'tv'],>,['19:15:00', '19:15:00']
02-11,['amp_livingroom', 'subwoofer_livingroom'],>,['19:15:00', '19:30:00']
02-11,['subwoofer_livingroom', 'kitchen_lights'],>,['19:30:00', '20:00:00']
02-11,['subwoofer_livingroom', 'kitchen_lights'],>,['19:30:00', '21:45:00']
02-11,['htpc', 'kitchen_lights'],>,['19:30:00', '20:00:00']
02-11,['htpc', 'kitchen_lights'],>,['19:30:00', '21:45:00']
02-11,['htpc', 'subwoofer_livingroom'],>,['19:30:00', '19:30:00']
02-11,['lcd_office', 'office_lamp3'],>,['08:15:00', '08:30:00']
02-11,['lcd_office', 'office_lamp3'],>,['11:45:00', '12:00:00']
02-11,['gigE_&_USBhub', 'lcd_office'],>,['08:15:00', '08:15:00']
02-11,['gigE_&_USBhub', 'lcd_office'],>,['08:15:00', '11:45:00']
02-11,['gigE_&_USBhub', 'lcd_office'],>,['08:15:00', '18:00:00']
02-11,['gigE_&_USBhub', 'laptop'],>,['08:15:00', '08:15:00']
02-11,['gigE_&_USBhub', 'office_lamp3'],>,['08:15:00', '08:30:00']
02-11,['gigE_&_USBhub', 'office_lamp3'],>,['08:15:00', '12:00:00']
02-11,['gigE_&_USBhub', 'office_lamp3'],>,['08:15:00', '16:45:00']
02-11,['laptop', 'lcd_office'],>,['08:15:00', '08:15:00']
02-11,['laptop', 'lcd_office'],>,['08:15:00', '11:45:00']
02-11,['laptop', 'lcd_office'],>,['08:15:00', '18:00:00']
02-11,['laptop', 'office_lamp3'],>,['08:15:00', '08:30:00']
02-11,['laptop', 'office_lamp3'],>,['08:15:00', '12:00:00']
02-11,['laptop', 'office_lamp3'],>,['08:15:00', '16:45:00']
02-11,['hair_dryer', 'straighteners'],>,['08:45:00', '08:45:00']
02-12,['kitchen_lights', 'microwave'],>,['12:30:00', '12:45:00']
02-12,['tv', 'kitchen_lights'],>,['19:15:00', '20:15:00']
